Open time,Close
2024-08-19 00:00:00+00:00,2.88
2024-08-19 01:00:00+00:00,2.905
2024-08-19 02:00:00+00:00,2.902
2024-08-19 03:00:00+00:00,2.878
2024-08-19 04:00:00+00:00,2.846
2024-08-19 05:00:00+00:00,2.855
2024-08-19 06:00:00+00:00,2.832
2024-08-19 07:00:00+00:00,2.798
2024-08-19 08:00:00+00:00,2.824
2024-08-19 09:00:00+00:00,2.782
2024-08-19 10:00:00+00:00,2.78
2024-08-19 11:00:00+00:00,2.794
2024-08-19 12:00:00+00:00,2.812
2024-08-19 13:00:00+00:00,2.804
2024-08-19 14:00:00+00:00,2.819
2024-08-19 15:00:00+00:00,2.811
2024-08-19 16:00:00+00:00,2.811
2024-08-19 17:00:00+00:00,2.85
2024-08-19 18:00:00+00:00,2.872
2024-08-19 19:00:00+00:00,2.871
2024-08-19 20:00:00+00:00,2.875
2024-08-19 21:00:00+00:00,2.893
2024-08-19 22:00:00+00:00,2.888
2024-08-19 23:00:00+00:00,2.884
2024-08-20 00:00:00+00:00,2.893
2024-08-20 01:00:00+00:00,2.868
2024-08-20 02:00:00+00:00,2.853
2024-08-20 03:00:00+00:00,2.848
2024-08-20 04:00:00+00:00,2.858
2024-08-20 05:00:00+00:00,2.919
2024-08-20 06:00:00+00:00,2.898
2024-08-20 07:00:00+00:00,2.881
2024-08-20 08:00:00+00:00,2.857
2024-08-20 09:00:00+00:00,2.874
2024-08-20 10:00:00+00:00,2.84
2024-08-20 11:00:00+00:00,2.805
2024-08-20 12:00:00+00:00,2.812
2024-08-20 13:00:00+00:00,2.841
2024-08-20 14:00:00+00:00,2.781
2024-08-20 15:00:00+00:00,2.75
2024-08-20 16:00:00+00:00,2.737
2024-08-20 17:00:00+00:00,2.76
2024-08-20 18:00:00+00:00,2.773
2024-08-20 19:00:00+00:00,2.794
2024-08-20 20:00:00+00:00,2.782
2024-08-20 21:00:00+00:00,2.773
2024-08-20 22:00:00+00:00,2.792
2024-08-20 23:00:00+00:00,2.765
2024-08-21 00:00:00+00:00,2.765
2024-08-21 01:00:00+00:00,2.776
2024-08-21 02:00:00+00:00,2.789
2024-08-21 03:00:00+00:00,2.788
2024-08-21 04:00:00+00:00,2.785
2024-08-21 05:00:00+00:00,2.797
2024-08-21 06:00:00+00:00,2.805
2024-08-21 07:00:00+00:00,2.817
2024-08-21 08:00:00+00:00,2.776
2024-08-21 09:00:00+00:00,2.756
2024-08-21 10:00:00+00:00,2.767
2024-08-21 11:00:00+00:00,2.755
2024-08-21 12:00:00+00:00,2.737
2024-08-21 13:00:00+00:00,2.772
2024-08-21 14:00:00+00:00,2.73
2024-08-21 15:00:00+00:00,2.736
2024-08-21 16:00:00+00:00,2.756
2024-08-21 17:00:00+00:00,2.804
2024-08-21 18:00:00+00:00,2.856
2024-08-21 19:00:00+00:00,2.864
2024-08-21 20:00:00+00:00,2.855
2024-08-21 21:00:00+00:00,2.857
2024-08-21 22:00:00+00:00,2.859
2024-08-21 23:00:00+00:00,2.84
2024-08-22 00:00:00+00:00,2.816
2024-08-22 01:00:00+00:00,2.815
2024-08-22 02:00:00+00:00,2.789
2024-08-22 03:00:00+00:00,2.822
2024-08-22 04:00:00+00:00,2.829
2024-08-22 05:00:00+00:00,2.821
2024-08-22 06:00:00+00:00,2.816
2024-08-22 07:00:00+00:00,2.83
2024-08-22 08:00:00+00:00,2.839
2024-08-22 09:00:00+00:00,2.842
2024-08-22 10:00:00+00:00,2.875
2024-08-22 11:00:00+00:00,2.875
2024-08-22 12:00:00+00:00,2.849
2024-08-22 13:00:00+00:00,2.842
2024-08-22 14:00:00+00:00,2.817
2024-08-22 15:00:00+00:00,2.806
2024-08-22 16:00:00+00:00,2.838
2024-08-22 17:00:00+00:00,2.855
2024-08-22 18:00:00+00:00,2.887
2024-08-22 19:00:00+00:00,2.881
2024-08-22 20:00:00+00:00,2.918
2024-08-22 21:00:00+00:00,2.966
2024-08-22 22:00:00+00:00,2.939
2024-08-22 23:00:00+00:00,2.953
2024-08-23 00:00:00+00:00,2.979
2024-08-23 01:00:00+00:00,2.973
2024-08-23 02:00:00+00:00,2.96
2024-08-23 03:00:00+00:00,2.939
2024-08-23 04:00:00+00:00,2.965
2024-08-23 05:00:00+00:00,3.117
2024-08-23 06:00:00+00:00,3.116
2024-08-23 07:00:00+00:00,3.053
2024-08-23 08:00:00+00:00,3.035
2024-08-23 09:00:00+00:00,3.01
2024-08-23 10:00:00+00:00,2.995
2024-08-23 11:00:00+00:00,2.956
2024-08-23 12:00:00+00:00,3.016
2024-08-23 13:00:00+00:00,3.006
2024-08-23 14:00:00+00:00,3.026
2024-08-23 15:00:00+00:00,3.053
2024-08-23 16:00:00+00:00,3.107
2024-08-23 17:00:00+00:00,3.165
2024-08-23 18:00:00+00:00,3.177
2024-08-23 19:00:00+00:00,3.193
2024-08-23 20:00:00+00:00,3.199
2024-08-23 21:00:00+00:00,3.244
2024-08-23 22:00:00+00:00,3.22
2024-08-23 23:00:00+00:00,3.219
2024-08-24 00:00:00+00:00,3.212
2024-08-24 01:00:00+00:00,3.195
2024-08-24 02:00:00+00:00,3.218
2024-08-24 03:00:00+00:00,3.22
2024-08-24 04:00:00+00:00,3.218
2024-08-24 05:00:00+00:00,3.241
2024-08-24 06:00:00+00:00,3.242
2024-08-24 07:00:00+00:00,3.3
2024-08-24 08:00:00+00:00,3.31
2024-08-24 09:00:00+00:00,3.366
2024-08-24 10:00:00+00:00,3.358
2024-08-24 11:00:00+00:00,3.322
2024-08-24 12:00:00+00:00,3.337
2024-08-24 13:00:00+00:00,3.373
2024-08-24 14:00:00+00:00,3.394
2024-08-24 15:00:00+00:00,3.359
2024-08-24 16:00:00+00:00,3.5
2024-08-24 17:00:00+00:00,3.452
2024-08-24 18:00:00+00:00,3.468
2024-08-24 19:00:00+00:00,3.466
2024-08-24 20:00:00+00:00,3.465
2024-08-24 21:00:00+00:00,3.363
2024-08-24 22:00:00+00:00,3.398
2024-08-24 23:00:00+00:00,3.46
2024-08-25 00:00:00+00:00,3.409
2024-08-25 01:00:00+00:00,3.377
2024-08-25 02:00:00+00:00,3.419
2024-08-25 03:00:00+00:00,3.388
2024-08-25 04:00:00+00:00,3.4
2024-08-25 05:00:00+00:00,3.375
2024-08-25 06:00:00+00:00,3.336
2024-08-25 07:00:00+00:00,3.266
2024-08-25 08:00:00+00:00,3.341
2024-08-25 09:00:00+00:00,3.337
2024-08-25 10:00:00+00:00,3.344
2024-08-25 11:00:00+00:00,3.335
2024-08-25 12:00:00+00:00,3.349
2024-08-25 13:00:00+00:00,3.382
2024-08-25 14:00:00+00:00,3.408
2024-08-25 15:00:00+00:00,3.409
2024-08-25 16:00:00+00:00,3.39
2024-08-25 17:00:00+00:00,3.394
2024-08-25 18:00:00+00:00,3.374
2024-08-25 19:00:00+00:00,3.395
2024-08-25 20:00:00+00:00,3.427
2024-08-25 21:00:00+00:00,3.445
2024-08-25 22:00:00+00:00,3.432
2024-08-25 23:00:00+00:00,3.39
2024-08-26 00:00:00+00:00,3.393
2024-08-26 01:00:00+00:00,3.345
2024-08-26 02:00:00+00:00,3.338
2024-08-26 03:00:00+00:00,3.364
2024-08-26 04:00:00+00:00,3.418
2024-08-26 05:00:00+00:00,3.399
2024-08-26 06:00:00+00:00,3.379
2024-08-26 07:00:00+00:00,3.35
2024-08-26 08:00:00+00:00,3.362
2024-08-26 09:00:00+00:00,3.377
2024-08-26 10:00:00+00:00,3.346
