Open time,Close
2024-08-19 00:00:00+00:00,0.001903
2024-08-19 01:00:00+00:00,0.001918
2024-08-19 02:00:00+00:00,0.001898
2024-08-19 03:00:00+00:00,0.00191
2024-08-19 04:00:00+00:00,0.001931
2024-08-19 05:00:00+00:00,0.001931
2024-08-19 06:00:00+00:00,0.001951
2024-08-19 07:00:00+00:00,0.00193
2024-08-19 08:00:00+00:00,0.001921
2024-08-19 09:00:00+00:00,0.001911
2024-08-19 10:00:00+00:00,0.001891
2024-08-19 11:00:00+00:00,0.001895
2024-08-19 12:00:00+00:00,0.00188
2024-08-19 13:00:00+00:00,0.001868
2024-08-19 14:00:00+00:00,0.001857
2024-08-19 15:00:00+00:00,0.001873
2024-08-19 16:00:00+00:00,0.001896
2024-08-19 17:00:00+00:00,0.001948
2024-08-19 18:00:00+00:00,0.002072
2024-08-19 19:00:00+00:00,0.001998
2024-08-19 20:00:00+00:00,0.001997
2024-08-19 21:00:00+00:00,0.002012
2024-08-19 22:00:00+00:00,0.001999
2024-08-19 23:00:00+00:00,0.001987
2024-08-20 00:00:00+00:00,0.00197
2024-08-20 01:00:00+00:00,0.002004
2024-08-20 02:00:00+00:00,0.002038
2024-08-20 03:00:00+00:00,0.002081
2024-08-20 04:00:00+00:00,0.002065
2024-08-20 05:00:00+00:00,0.002098
2024-08-20 06:00:00+00:00,0.002121
2024-08-20 07:00:00+00:00,0.002129
2024-08-20 08:00:00+00:00,0.002122
2024-08-20 09:00:00+00:00,0.002126
2024-08-20 10:00:00+00:00,0.002117
2024-08-20 11:00:00+00:00,0.002116
2024-08-20 12:00:00+00:00,0.002091
2024-08-20 13:00:00+00:00,0.002087
2024-08-20 14:00:00+00:00,0.002097
2024-08-20 15:00:00+00:00,0.002123
2024-08-20 16:00:00+00:00,0.002104
2024-08-20 17:00:00+00:00,0.002122
2024-08-20 18:00:00+00:00,0.002101
2024-08-20 19:00:00+00:00,0.002093
2024-08-20 20:00:00+00:00,0.002122
2024-08-20 21:00:00+00:00,0.002159
2024-08-20 22:00:00+00:00,0.002209
2024-08-20 23:00:00+00:00,0.002184
2024-08-21 00:00:00+00:00,0.002219
2024-08-21 01:00:00+00:00,0.002223
2024-08-21 02:00:00+00:00,0.002225
2024-08-21 03:00:00+00:00,0.002228
2024-08-21 04:00:00+00:00,0.00222
2024-08-21 05:00:00+00:00,0.002237
2024-08-21 06:00:00+00:00,0.002296
2024-08-21 07:00:00+00:00,0.002308
2024-08-21 08:00:00+00:00,0.002298
2024-08-21 09:00:00+00:00,0.002294
2024-08-21 10:00:00+00:00,0.002317
2024-08-21 11:00:00+00:00,0.002342
2024-08-21 12:00:00+00:00,0.002299
2024-08-21 13:00:00+00:00,0.002295
2024-08-21 14:00:00+00:00,0.002287
2024-08-21 15:00:00+00:00,0.002307
2024-08-21 16:00:00+00:00,0.002286
2024-08-21 17:00:00+00:00,0.002366
2024-08-21 18:00:00+00:00,0.002337
2024-08-21 19:00:00+00:00,0.002305
2024-08-21 20:00:00+00:00,0.002287
2024-08-21 21:00:00+00:00,0.002304
2024-08-21 22:00:00+00:00,0.0023
2024-08-21 23:00:00+00:00,0.00229
2024-08-22 00:00:00+00:00,0.002302
2024-08-22 01:00:00+00:00,0.002305
2024-08-22 02:00:00+00:00,0.002281
2024-08-22 03:00:00+00:00,0.002298
2024-08-22 04:00:00+00:00,0.002262
2024-08-22 05:00:00+00:00,0.002291
2024-08-22 06:00:00+00:00,0.002267
2024-08-22 07:00:00+00:00,0.002257
2024-08-22 08:00:00+00:00,0.002211
2024-08-22 09:00:00+00:00,0.002211
2024-08-22 10:00:00+00:00,0.002189
2024-08-22 11:00:00+00:00,0.00219
2024-08-22 12:00:00+00:00,0.002224
2024-08-22 13:00:00+00:00,0.002239
2024-08-22 14:00:00+00:00,0.002239
2024-08-22 15:00:00+00:00,0.002231
2024-08-22 16:00:00+00:00,0.002231
2024-08-22 17:00:00+00:00,0.002257
2024-08-22 18:00:00+00:00,0.002255
2024-08-22 19:00:00+00:00,0.00225
2024-08-22 20:00:00+00:00,0.002244
2024-08-22 21:00:00+00:00,0.00226
2024-08-22 22:00:00+00:00,0.002243
2024-08-22 23:00:00+00:00,0.002246
2024-08-23 00:00:00+00:00,0.002217
2024-08-23 01:00:00+00:00,0.002218
2024-08-23 02:00:00+00:00,0.002203
2024-08-23 03:00:00+00:00,0.002186
2024-08-23 04:00:00+00:00,0.002193
2024-08-23 05:00:00+00:00,0.002205
2024-08-23 06:00:00+00:00,0.002211
2024-08-23 07:00:00+00:00,0.002205
2024-08-23 08:00:00+00:00,0.002196
2024-08-23 09:00:00+00:00,0.002196
2024-08-23 10:00:00+00:00,0.002178
2024-08-23 11:00:00+00:00,0.002199
2024-08-23 12:00:00+00:00,0.002259
2024-08-23 13:00:00+00:00,0.002258
2024-08-23 14:00:00+00:00,0.002229
2024-08-23 15:00:00+00:00,0.002205
2024-08-23 16:00:00+00:00,0.002214
2024-08-23 17:00:00+00:00,0.002178
2024-08-23 18:00:00+00:00,0.00217
2024-08-23 19:00:00+00:00,0.002187
2024-08-23 20:00:00+00:00,0.002291
2024-08-23 21:00:00+00:00,0.00227
2024-08-23 22:00:00+00:00,0.002246
2024-08-23 23:00:00+00:00,0.002236
2024-08-24 00:00:00+00:00,0.002211
2024-08-24 01:00:00+00:00,0.002213
2024-08-24 02:00:00+00:00,0.002188
2024-08-24 03:00:00+00:00,0.002176
2024-08-24 04:00:00+00:00,0.002176
2024-08-24 05:00:00+00:00,0.002185
2024-08-24 06:00:00+00:00,0.002181
2024-08-24 07:00:00+00:00,0.00214
2024-08-24 08:00:00+00:00,0.002137
2024-08-24 09:00:00+00:00,0.002152
2024-08-24 10:00:00+00:00,0.002163
2024-08-24 11:00:00+00:00,0.002152
2024-08-24 12:00:00+00:00,0.002161
2024-08-24 13:00:00+00:00,0.00215
2024-08-24 14:00:00+00:00,0.002152
2024-08-24 15:00:00+00:00,0.002146
2024-08-24 16:00:00+00:00,0.002163
2024-08-24 17:00:00+00:00,0.002165
2024-08-24 18:00:00+00:00,0.00216
2024-08-24 19:00:00+00:00,0.002164
2024-08-24 20:00:00+00:00,0.002156
2024-08-24 21:00:00+00:00,0.002132
2024-08-24 22:00:00+00:00,0.002144
2024-08-24 23:00:00+00:00,0.002136
2024-08-25 00:00:00+00:00,0.002124
2024-08-25 01:00:00+00:00,0.002116
2024-08-25 02:00:00+00:00,0.002132
2024-08-25 03:00:00+00:00,0.00213
2024-08-25 04:00:00+00:00,0.002129
2024-08-25 05:00:00+00:00,0.002136
2024-08-25 06:00:00+00:00,0.002119
2024-08-25 07:00:00+00:00,0.002106
2024-08-25 08:00:00+00:00,0.002106
2024-08-25 09:00:00+00:00,0.002117
2024-08-25 10:00:00+00:00,0.002107
2024-08-25 11:00:00+00:00,0.002107
2024-08-25 12:00:00+00:00,0.002116
2024-08-25 13:00:00+00:00,0.002107
2024-08-25 14:00:00+00:00,0.002124
2024-08-25 15:00:00+00:00,0.002134
2024-08-25 16:00:00+00:00,0.002139
2024-08-25 17:00:00+00:00,0.002139
2024-08-25 18:00:00+00:00,0.002135
2024-08-25 19:00:00+00:00,0.00215
2024-08-25 20:00:00+00:00,0.002144
2024-08-25 21:00:00+00:00,0.002143
